,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
afford,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Cupids arrow.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Three And—An Extra.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/In the pride of his youth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/By word of mouth.txt,,,,,,,,,,,,,,,,,,,
perdit,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
jungl,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/False Dawn.txt,,,,,,,,,,,,,,,,,,,,,,,
recov,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/False Dawn.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/In the pride of his youth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The other Man.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,,,,,,,,,,,,,,,,,,,,
famili,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,,,,,,,,,,,,,,,,,,,,,
cri,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/False Dawn.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/pig.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Three And—An Extra.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Story of Muhammed din.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Miss Yougals sais.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The other Man.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/In the pride of his youth.txt,,,,,,,,,,,,
algeria,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
constant,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
whose,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/False Dawn.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/pig.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Miss Yougals sais.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/In the pride of his youth.txt,,,,,,,,,,,,,,,,
die,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/pig.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Watches of the night.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Three And—An Extra.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The gate of a hundred sorrows.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/on the strength of a likeness.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/In the pride of his youth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The other Man.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/By word of mouth.txt,,,,,,,,,
unsatisfactori,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/on the strength of a likeness.txt,,,,,,,,,,,,,,,,,,,,,,,
unsympathet,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
port,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
becam,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/pig.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Miss Yougals sais.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Watches of the night.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,,,,,,,,,,,,,,,,,,,
bear,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/pig.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Cupids arrow.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Bisara of pooree.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Watches of the night.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/By word of mouth.txt,,,,,,,,,,,,,,,
land,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/pig.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Cupids arrow.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Venus Annodomini.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/In the pride of his youth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Wressley of the foreign office.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/By word of mouth.txt,,,,,,,,,,,,,,,,,
shock,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Watches of the night.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Three And—An Extra.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The other Man.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,,,,,,,,,,,,,,,,,,,,
wrote,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/pig.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/In the pride of his youth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The other Man.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,,,,,,,,,,,,,,,,,,
christian,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,,,,,,,,,,,,,,,,,,,,,,,
persever,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
flicker,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/False Dawn.txt,,,,,,,,,,,,,,,,,,,,,,,
rever,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The other Man.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Wressley of the foreign office.txt,,,,,,,,,,,,,,,,,,,,,,
artist,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
cholera,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Venus Annodomini.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/By word of mouth.txt,,,,,,,,,,,,,,,,,,,,
gravesend,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/In the pride of his youth.txt,,,,,,,,,,,,,,,,,,,,,,,
husband',/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
equal,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,,,,,,,,,,,,,,,,,,,,,,,
find,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/False Dawn.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/pig.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Bisara of pooree.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Watches of the night.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The gate of a hundred sorrows.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Venus Annodomini.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/on the strength of a likeness.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Story of Muhammed din.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Miss Yougals sais.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The other Man.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,,,,,,,,
town,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/on the strength of a likeness.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life,,,,,,,,,,,,,,,,,,,,,
ten,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/False Dawn.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/pig.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Bisara of pooree.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The gate of a hundred sorrows.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Venus Annodomini.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Story of Muhammed din.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Miss Yougals sais.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Wressley of the foreign office.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,,,,,,,,,,,
somebodi,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Watches of the night.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The gate of a hundred sorrows.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/By word of mouth.txt,,,,,,,,,,,,,,,,,,,,,
subadar,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
eight,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Bisara of pooree.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Three And—An Extra.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/In the pride of his youth.txt,,,,,,,,,,,,,,,,,,
armi,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/pig.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Bisara of pooree.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Venus Annodomini.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,,,,,,,,,,,,,,,,,
triumphantli,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
gold,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/pig.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Cupids arrow.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Bisara of pooree.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The gate of a hundred sorrows.txt,,,,,,,,,,,,,,,,,,,,
slack,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,,,,,,,,,,,,,,,,,,,,,,,
reread,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
tiger,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
lover,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Miss Yougals sais.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,
actual,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/on the strength of a likeness.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Miss Yougals sais.txt,,,,,,,,,,,,,,,,,,,,
deni,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Cupids arrow.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/In the pride of his youth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,
proport,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/pig.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life.txt,,,,,,,,,,,,,,,,,,,,
improp,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Cupids arrow.txt,,,,,,,,,,,,,,,,,,,,,,
fall,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/pig.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Bisara of pooree.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The gate of a hundred sorrows.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/on the strength of a likeness.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/In the pride of his youth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Wressley of the foreign office.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The other Man.txt,,,,,,,,,,,,,,
rheumat,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
succeed,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/False Dawn.txt,,,,,,,,,,,,,,,,,,,,,,,
alter,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
magnific,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/In the pride of his youth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Three And—An Extra.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Story of Muhammed din.txt,,,,,,,,,,,,,,,,,,,,,
agnes',/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
daughter,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Cupids arrow.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Venus Annodomini.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Miss Yougals sais.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The other Man.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/By word of mouth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/In the pride of his youth.txt,,,,,,,,,,,,,,,
vaguest,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
lesson,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,,,,,,,,,,,,,,,,,,,,,,,,
upon,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/False Dawn.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Cupids arrow.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/yoked with an unbeliever.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/His chance in life.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Bisara of pooree.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Watches of the night.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Three And—An Extra.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/on the strength of a likeness.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Story of Muhammed din.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Miss Yougals sais.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Wressley of the foreign office.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/In the pride of his youth.txt,,,,,,,
